iso_code,year,age,method,contraceptive_prevalence
250,2005,18-49,iud,19.177241097011873
250,2005,18-49,male_condom,7.659639787146949
250,2005,18-49,vaginal_barrier_methods,0.634465820712239
250,2005,18-49,implant,1.31498158002456
250,2005,18-49,other_modern_methods,0
250,2005,18-49,rhythm,0.6191158411788784
250,2005,18-49,withdrawal,0.8033155955792058
250,2008,20-49,female_sterilization,3.7545724342604747
250,2008,20-49,male_sterilization,0.8084322554236594
250,2008,20-49,pill,40.55490372006351
250,2008,20-49,injectable,1.0490717095727795
250,2008,20-49,iud,18.876388984747052
250,2008,20-49,male_condom,7.854234246669889
250,2008,20-49,vaginal_barrier_methods,0.1656429015114915
250,2008,20-49,implant,0.13803575125957626
250,2008,20-49,other_modern_methods,0.8696252329353304
250,2008,20-49,rhythm,1.8703844295672585
250,2008,20-49,withdrawal,0.4279108289046864
266,2000,15-49,female_sterilization,1
266,2000,15-49,pill,4.8
266,2000,15-49,injectable,0.5
266,2000,15-49,male_condom,5.1
266,2000,15-49,other_modern_methods,0.3
266,2000,15-49,rhythm,15.8
266,2000,15-49,withdrawal,1.8
266,2000,15-49,other_traditional_methods,3.4
266,2012,15-49,female_sterilization,0.6
266,2012,15-49,pill,5.7
266,2012,15-49,injectable,0.4
266,2012,15-49,male_condom,12
266,2012,15-49,other_modern_methods,0.8
266,2012,15-49,rhythm,9.1
266,2012,15-49,withdrawal,2.3
266,2012,15-49,other_traditional_methods,0.3
270,1990,15-49,female_sterilization,0.4
270,1990,15-49,male_sterilization,0
270,1990,15-49,pill,3.3
270,1990,15-49,injectable,1.7
270,1990,15-49,iud,0.9
270,1990,15-49,male_condom,0.4
270,1990,15-49,vaginal_barrier_methods,0
270,1990,15-49,other_modern_methods,0
270,1990,15-49,rhythm,3.1
270,1990,15-49,withdrawal,0
270,1990,15-49,other_traditional_methods,2
270,2000,15-49,female_sterilization,0.1
270,2000,15-49,male_sterilization,0
270,2000,15-49,pill,3.8
270,2000,15-49,injectable,3.8
270,2000,15-49,iud,0.8
270,2000,15-49,male_condom,0.1
270,2000,15-49,vaginal_barrier_methods,0
270,2000,15-49,implant,0
270,2000,15-49,other_modern_methods,0
270,2000,15-49,rhythm,0.1
270,2000,15-49,withdrawal,0.2
270,2000,15-49,other_traditional_methods,0.5
270,2001,15-49,female_sterilization,0.7
270,2001,15-49,pill,6.5
270,2001,15-49,injectable,3.5
270,2001,15-49,iud,1.4
270,2001,15-49,male_condom,0.5
270,2001,15-49,vaginal_barrier_methods,0.1
270,2001,15-49,other_modern_methods,0
270,2001,15-49,rhythm,2.1
270,2001,15-49,withdrawal,0.2
270,2001,15-49,other_traditional_methods,0.1
270,2010,15-49,pill,3.2
270,2010,15-49,injectable,3.4
270,2010,15-49,other_modern_methods,3.5
270,2010,15-49,rhythm,1.4
270,2010,15-49,other_traditional_methods,1.8
270,2013,15-49,female_sterilization,0.6
270,2013,15-49,pill,2.1
270,2013,15-49,injectable,3.9
270,2013,15-49,iud,0.3
270,2013,15-49,male_condom,0.6
270,2013,15-49,implant,0.6
270,2013,15-49,rhythm,0.2
270,2013,15-49,withdrawal,0.3
270,2013,15-49,other_traditional_methods,0.4
268,1999-2000,15-44,female_sterilization,1.6
268,1999-2000,15-44,pill,1
268,1999-2000,15-44,injectable,0
268,1999-2000,15-44,iud,9.7
268,1999-2000,15-44,male_condom,6.3
268,1999-2000,15-44,vaginal_barrier_methods,0.1
268,1999-2000,15-44,other_modern_methods,1
268,1999-2000,15-44,rhythm,10.2
268,1999-2000,15-44,withdrawal,10.5
268,1999-2000,15-44,other_traditional_methods,0
268,2005,15-44,female_sterilization,2.2
268,2005,15-44,male_sterilization,0
268,2005,15-44,pill,3.2
268,2005,15-44,injectable,0
268,2005,15-44,iud,11.6
268,2005,15-44,male_condom,8.7
268,2005,15-44,vaginal_barrier_methods,0.9
268,2005,15-44,other_modern_methods,0
268,2005,15-44,rhythm,9.5
268,2005,15-44,withdrawal,11.2
268,2005,15-44,other_traditional_methods,0
268,2006,18-49,female_sterilization,5.989547199481986
268,2006,18-49,male_sterilization,0.1480042551223348
268,2006,18-49,pill,7.69622126636141
268,2006,18-49,injectable,0.18038018593034555
268,2006,18-49,iud,10.31867166181028
268,2006,18-49,male_condom,6.424309698903845
268,2006,18-49,vaginal_barrier_methods,0.2590074464640859
268,2006,18-49,implant,0
268,2006,18-49,other_modern_methods,0.09250265945145925
268,2006,18-49,rhythm,13.130752509134641
268,2006,18-49,withdrawal,1.3227880301558672
268,2009,21-49,female_sterilization,4.661038893780103
268,2009,21-49,male_sterilization,0.1480042551223348
268,2009,21-49,pill,6.1888238645191365
268,2009,21-49,injectable,0.08286291366720183
268,2009,21-49,iud,8.068776218343778
268,2009,21-49,male_condom,7.069242322233156
268,2009,21-49,vaginal_barrier_methods,0.40913563623180904
268,2009,21-49,implant,0
268,2009,21-49,other_modern_methods,0.062147185250401374
268,2009,21-49,rhythm,7.737324563674972
268,2009,21-49,withdrawal,1.035786420840023
268,2010,15-44,female_sterilization,2.9
268,2010,15-44,pill,4.1
268,2010,15-44,iud,12.5
268,2010,15-44,male_condom,13.6
268,2010,15-44,vaginal_barrier_methods,1.5
268,2010,15-44,other_modern_methods,0.1
268,2010,15-44,rhythm,7.4
268,2010,15-44,withdrawal,11.1
276,1985,15-44,female_sterilization,10.3
276,1985,15-44,male_sterilization,2.1
276,1985,15-44,pill,33.7
276,1985,15-44,injectable,0
276,1985,15-44,iud,14.6
276,1985,15-44,male_condom,5.7
276,1985,15-44,vaginal_barrier_methods,1.2
276,1985,15-44,other_modern_methods,0
276,1985,15-44,rhythm,4.2
276,1985,15-44,withdrawal,4.2
276,1985,15-44,other_traditional_methods,1.9
276,1992,20-39,female_sterilization,5.5
276,1992,20-39,male_sterilization,0.5
276,1992,20-39,pill,52.6
276,1992,20-39,injectable,0
276,1992,20-39,iud,5.3
276,1992,20-39,male_condom,1.1
276,1992,20-39,vaginal_barrier_methods,0.6
276,1992,20-39,other_modern_methods,0
276,1992,20-39,rhythm,3.7
276,1992,20-39,withdrawal,0.5
276,1992,20-39,other_traditional_methods,0.3
276,2005,18-49,female_sterilization,8.286843958186644
276,2005,18-49,male_sterilization,2.3614797161891343
276,2005,18-49,pill,37.198721767860036
276,2005,18-49,injectable,0.709527162432974
276,2005,18-49,iud,5.8712018631858305
276,2005,18-49,male_condom,6.1582624708877205
276,2005,18-49,vaginal_barrier_methods,0.5199588365921031
276,2005,18-49,implant,0.270811894058387
276,2005,18-49,other_modern_methods,0.21664951524670964
276,2005,18-49,rhythm,3.926772463846612
276,2005,18-49,withdrawal,0.7257758760764772
288,1979-1980,15-49,female_sterilization,0.5
288,1979-1980,15-49,male_sterilization,0
288,1979-1980,15-49,pill,2.4
288,1979-1980,15-49,injectable,0.1
288,1979-1980,15-49,iud,0.3
288,1979-1980,15-49,male_condom,0.6
288,1979-1980,15-49,vaginal_barrier_methods,1.6
288,1979-1980,15-49,other_modern_methods,0
288,1979-1980,15-49,rhythm,0.7
288,1979-1980,15-49,withdrawal,0.2
288,1979-1980,15-49,other_traditional_methods,3.1
288,1988,15-49,female_sterilization,1
288,1988,15-49,male_sterilization,0
288,1988,15-49,pill,1.8
288,1988,15-49,injectable,0.3
288,1988,15-49,iud,0.5
288,1988,15-49,male_condom,0.3
288,1988,15-49,vaginal_barrier_methods,1.3
288,1988,15-49,other_modern_methods,0
288,1988,15-49,rhythm,6.2
288,1988,15-49,withdrawal,0.9
288,1988,15-49,other_traditional_methods,0.6
288,1991-1992,15-49,female_sterilization,0.2
288,1991-1992,15-49,male_sterilization,0
288,1991-1992,15-49,pill,3.4
288,1991-1992,15-49,injectable,0.9
288,1991-1992,15-49,iud,0.8
288,1991-1992,15-49,male_condom,1.2
288,1991-1992,15-49,other_modern_methods,0.7
288,1991-1992,15-49,rhythm,2.8
288,1991-1992,15-49,withdrawal,0.1
288,1991-1992,15-49,other_traditional_methods,7
288,1993,15-49,female_sterilization,0.9
288,1993,15-49,male_sterilization,0
288,1993,15-49,pill,3.2
288,1993,15-49,injectable,1.6
288,1993,15-49,iud,0.9
288,1993,15-49,male_condom,2.2
288,1993,15-49,vaginal_barrier_methods,1.2
288,1993,15-49,implant,0
288,1993,15-49,other_modern_methods,0
288,1993,15-49,rhythm,7.5
288,1993,15-49,withdrawal,2.1
288,1993,15-49,other_traditional_methods,0.5
288,1998-1999,15-49,female_sterilization,0.3
288,1998-1999,15-49,male_sterilization,0
288,1998-1999,15-49,pill,5.4
288,1998-1999,15-49,injectable,2.5
288,1998-1999,15-49,iud,0.3
288,1998-1999,15-49,male_condom,1.9
288,1998-1999,15-49,other_modern_methods,0.2
288,1998-1999,15-49,rhythm,2.5
288,1998-1999,15-49,withdrawal,0.3
288,1998-1999,15-49,other_traditional_methods,1.5
288,1998-1999,15-49,female_sterilization,1.3
288,1998-1999,15-49,male_sterilization,0
288,1998-1999,15-49,pill,3.9
288,1998-1999,15-49,injectable,3.1
288,1998-1999,15-49,iud,0.7
288,1998-1999,15-49,male_condom,2.7
288,1998-1999,15-49,vaginal_barrier_methods,0.9
288,1998-1999,15-49,implant,0.1
288,1998-1999,15-49,other_modern_methods,0
288,1998-1999,15-49,rhythm,6.6
288,1998-1999,15-49,withdrawal,1.5
288,1998-1999,15-49,other_traditional_methods,1.1
288,2003,15-49,female_sterilization,1.9
288,2003,15-49,male_sterilization,0
288,2003,15-49,pill,5.5
288,2003,15-49,injectable,5.4
288,2003,15-49,iud,0.9
288,2003,15-49,male_condom,3.1
288,2003,15-49,vaginal_barrier_methods,0.5
288,2003,15-49,implant,1
288,2003,15-49,other_modern_methods,0.1
288,2003,15-49,rhythm,5.1
288,2003,15-49,withdrawal,0.8
288,2003,15-49,other_traditional_methods,0.9
288,2005-2006,15-49,female_sterilization,0.1
288,2005-2006,15-49,male_sterilization,0
288,2005-2006,15-49,pill,5.9
288,2005-2006,15-49,injectable,5.2
288,2005-2006,15-49,iud,0.3
288,2005-2006,15-49,male_condom,3.5
288,2005-2006,15-49,vaginal_barrier_methods,0.2
288,2005-2006,15-49,implant,0.3
288,2005-2006,15-49,other_modern_methods,0.2
288,2005-2006,15-49,rhythm,4.4
288,2005-2006,15-49,withdrawal,0.7
288,2005-2006,15-49,other_traditional_methods,3.3
288,2006,15-49,female_sterilization,0.4
288,2006,15-49,male_sterilization,0
288,2006,15-49,pill,4.7
288,2006,15-49,injectable,5.8
288,2006,15-49,iud,0.3
288,2006,15-49,male_condom,1.5
288,2006,15-49,vaginal_barrier_methods,0.3
288,2006,15-49,implant,0.6
288,2006,15-49,other_modern_methods,0.1
288,2006,15-49,rhythm,2.1
288,2006,15-49,withdrawal,0.2
288,2006,15-49,other_traditional_methods,0.7
288,2008,15-49,female_sterilization,1.6
288,2008,15-49,male_sterilization,0
288,2008,15-49,pill,4.7
288,2008,15-49,injectable,6.2
288,2008,15-49,iud,0.2
288,2008,15-49,male_condom,2.4
288,2008,15-49,vaginal_barrier_methods,0.3
288,2008,15-49,implant,0.9
288,2008,15-49,other_modern_methods,0.1
288,2008,15-49,rhythm,4.7
288,2008,15-49,withdrawal,1.4
288,2008,15-49,other_traditional_methods,0.8
288,2011,15-49,female_sterilization,1.5
288,2011,15-49,male_sterilization,0
288,2011,15-49,pill,7.7
288,2011,15-49,injectable,8.8
288,2011,15-49,iud,0.6
288,2011,15-49,male_condom,2.6
288,2011,15-49,vaginal_barrier_methods,0.1
288,2011,15-49,implant,1.8
288,2011,15-49,other_modern_methods,0
288,2011,15-49,rhythm,8.5
288,2011,15-49,withdrawal,0.9
288,2011,15-49,other_traditional_methods,1.9
288,2013,15-49,pill,4.9
288,2013,15-49,injectable,7.6
288,2013,15-49,iud,0.6
288,2013,15-49,male_condom,0.9
288,2013,15-49,implant,2.9
288,2013,15-49,other_modern_methods,1.5
288,2013,15-49,other_traditional_methods,1.1
288,2014,15-49,female_sterilization,0
288,2014,15-49,male_sterilization,0
288,2014,15-49,pill,4.3
288,2014,15-49,injectable,7.3
288,2014,15-49,iud,0.4
288,2014,15-49,male_condom,0.8
288,2014,15-49,vaginal_barrier_methods,0
288,2014,15-49,implant,3.2
288,2014,15-49,other_modern_methods,1.7000000000000002
288,2014,15-49,rhythm,0
288,2014,15-49,withdrawal,0
288,2014,15-49,other_traditional_methods,1.8
288,2014,15-49,pill,4
288,2014,15-49,injectable,8.3
288,2014,15-49,iud,0.4
288,2014,15-49,male_condom,1.1
288,2014,15-49,implant,3.7
288,2014,15-49,other_modern_methods,3.8
288,2014,15-49,other_traditional_methods,4.3
300,1983,15-44,female_sterilization,0.8
300,1983,15-44,male_sterilization,0
300,1983,15-44,pill,1.2
300,1983,15-44,iud,2
300,1983,15-44,male_condom,27.4
300,1983,15-44,vaginal_barrier_methods,0.2
300,1983,15-44,other_modern_methods,0
300,1983,15-44,withdrawal,35.1
300,1983,15-44,other_traditional_methods,10.5
300,1999,20-49,female_sterilization,5.8
300,1999,20-49,male_sterilization,0
300,1999,20-49,pill,2.2
300,1999,20-49,injectable,0
300,1999,20-49,iud,3.6
300,1999,20-49,male_condom,22
300,1999,20-49,vaginal_barrier_methods,0
300,1999,20-49,other_modern_methods,0
300,1999,20-49,rhythm,2.4
300,1999,20-49,withdrawal,25.3
300,1999,20-49,other_traditional_methods,0
300,2001,16-45,pill,4.8
300,2001,16-45,iud,3.6
300,2001,16-45,male_condom,33.9
300,2001,16-45,other_modern_methods,3.6
300,2001,16-45,withdrawal,28.8
300,2001,16-45,other_traditional_methods,1.5
308,1985,15-44,female_sterilization,2.2
308,1985,15-44,male_sterilization,0
308,1985,15-44,pill,7.8
308,1985,15-44,injectable,2.9
308,1985,15-44,iud,2.6
308,1985,15-44,male_condom,8
308,1985,15-44,vaginal_barrier_methods,3.8
308,1985,15-44,other_modern_methods,0
308,1985,15-44,rhythm,0.6
308,1985,15-44,withdrawal,2.9
308,1985,15-44,other_traditional_methods,0
308,1990,15-44,female_sterilization,1
308,1990,15-44,male_sterilization,0
308,1990,15-44,pill,15.1
308,1990,15-44,injectable,9
308,1990,15-44,iud,3
308,1990,15-44,male_condom,21.9
308,1990,15-44,vaginal_barrier_methods,2.1
308,1990,15-44,other_modern_methods,0
312,1976,15-49,female_sterilization,8
312,1976,15-49,pill,6.6
312,1976,15-49,iud,2.4
312,1976,15-49,male_condom,3.7
312,1976,15-49,vaginal_barrier_methods,0.2
312,1976,15-49,other_modern_methods,0.2
312,1976,15-49,rhythm,3.2
312,1976,15-49,withdrawal,4.2
312,1976,15-49,other_traditional_methods,0.9
316,2002,18-44,female_sterilization,18.2
316,2002,18-44,male_sterilization,3.9
316,2002,18-44,pill,24
316,2002,18-44,injectable,4.6
316,2002,18-44,iud,0.7
316,2002,18-44,male_condom,6.9
316,2002,18-44,vaginal_barrier_methods,0
316,2002,18-44,implant,0
316,2002,18-44,other_modern_methods,0
316,2002,18-44,rhythm,2.5
316,2002,18-44,withdrawal,2.1
316,2002,18-44,other_traditional_methods,3.7
320,1977-1978,15-44,female_sterilization,5.9
320,1977-1978,15-44,male_sterilization,0.4
320,1977-1978,15-44,pill,5.4
320,1977-1978,15-44,injectable,1.1
320,1977-1978,15-44,iud,1.3
320,1977-1978,15-44,male_condom,0.7
320,1977-1978,15-44,vaginal_barrier_methods,0.4
320,1977-1978,15-44,other_modern_methods,0
320,1977-1978,15-44,rhythm,2.6
320,1977-1978,15-44,withdrawal,0.3
320,1977-1978,15-44,other_traditional_methods,0
320,1983,15-44,female_sterilization,10.2
320,1983,15-44,male_sterilization,0.9
320,1983,15-44,pill,4.7
320,1983,15-44,iud,2.6
320,1983,15-44,male_condom,1.2
320,1983,15-44,other_modern_methods,1
320,1983,15-44,rhythm,3.4
320,1983,15-44,withdrawal,1
320,1983,15-44,other_traditional_methods,0
320,1987,15-44,female_sterilization,10.4
320,1987,15-44,male_sterilization,0.9
320,1987,15-44,pill,3.9
320,1987,15-44,injectable,0.5
320,1987,15-44,iud,1.8
320,1987,15-44,male_condom,1.2
320,1987,15-44,vaginal_barrier_methods,0.4
320,1987,15-44,other_modern_methods,0
320,1987,15-44,rhythm,2.8
320,1987,15-44,withdrawal,1.2
320,1987,15-44,other_traditional_methods,0.1
320,1995,15-49,female_sterilization,14.3
320,1995,15-49,male_sterilization,1.5
320,1995,15-49,pill,3.8
320,1995,15-49,injectable,2.5
320,1995,15-49,iud,2.6
320,1995,15-49,male_condom,2.2
320,1995,15-49,vaginal_barrier_methods,0
320,1995,15-49,implant,0
320,1995,15-49,other_modern_methods,0
320,1995,15-49,rhythm,3.6
320,1995,15-49,withdrawal,0.9
320,1995,15-49,other_traditional_methods,0.1
320,1998-1999,15-49,female_sterilization,16.7
320,1998-1999,15-49,male_sterilization,0.8
320,1998-1999,15-49,pill,5
320,1998-1999,15-49,injectable,3.9
320,1998-1999,15-49,iud,2.2
320,1998-1999,15-49,male_condom,2.3
320,1998-1999,15-49,vaginal_barrier_methods,0
320,1998-1999,15-49,implant,0
320,1998-1999,15-49,other_modern_methods,0
320,1998-1999,15-49,rhythm,5.7
320,1998-1999,15-49,withdrawal,1.5
320,1998-1999,15-49,other_traditional_methods,0.1
320,2002,15-49,female_sterilization,16.8
320,2002,15-49,male_sterilization,1
320,2002,15-49,pill,3.4
320,2002,15-49,injectable,9
320,2002,15-49,iud,1.9
320,2002,15-49,male_condom,2.3
320,2002,15-49,vaginal_barrier_methods,0.1
320,2002,15-49,implant,0.1
320,2002,15-49,other_modern_methods,0
320,2002,15-49,rhythm,6.3
320,2002,15-49,withdrawal,2.3
320,2002,15-49,other_traditional_methods,0.2
320,2008-2009,15-49,female_sterilization,18.9
320,2008-2009,15-49,male_sterilization,0.8
320,2008-2009,15-49,pill,3.6
320,2008-2009,15-49,injectable,14.7
320,2008-2009,15-49,iud,1.3
320,2008-2009,15-49,male_condom,3.6
320,2008-2009,15-49,other_modern_methods,1.1
320,2008-2009,15-49,rhythm,6.4
320,2008-2009,15-49,withdrawal,3.6
320,2008-2009,15-49,other_traditional_methods,0.1
324,1992-1993,15-49,pill,0.5
324,1992-1993,15-49,male_condom,0.1
324,1992-1993,15-49,other_modern_methods,0.4
324,1992-1993,15-49,rhythm,0.6
324,1992-1993,15-49,other_traditional_methods,0.1
324,1999,15-49,pill,2.1
324,1999,15-49,injectable,1
324,1999,15-49,iud,0.2
324,1999,15-49,male_condom,0.6
324,1999,15-49,other_modern_methods,0.3
324,1999,15-49,rhythm,1.6
324,1999,15-49,withdrawal,0.2
324,1999,15-49,other_traditional_methods,0.2
324,2005,15-49,female_sterilization,0.2
324,2005,15-49,male_sterilization,0
324,2005,15-49,pill,1.6
324,2005,15-49,injectable,1
324,2005,15-49,iud,0.1
324,2005,15-49,male_condom,1.1
324,2005,15-49,vaginal_barrier_methods,0
324,2005,15-49,implant,0
324,2005,15-49,other_modern_methods,0
324,2005,15-49,rhythm,1
324,2005,15-49,withdrawal,0
324,2005,15-49,other_traditional_methods,4.1
324,2012,15-49,female_sterilization,0.1
324,2012,15-49,pill,1.2
324,2012,15-49,injectable,1.3
324,2012,15-49,iud,0.2
324,2012,15-49,male_condom,0.5
324,2012,15-49,implant,0.1
324,2012,15-49,other_modern_methods,0
324,2012,15-49,rhythm,0.3
324,2012,15-49,withdrawal,0.3
324,2012,15-49,other_traditional_methods,1.7000000000000002
624,2000,15-49,female_sterilization,0.3
624,2000,15-49,male_sterilization,0
624,2000,15-49,pill,0.3
624,2000,15-49,injectable,0.5
624,2000,15-49,iud,2.3
624,2000,15-49,male_condom,0.1
624,2000,15-49,vaginal_barrier_methods,0
624,2000,15-49,implant,0
624,2000,15-49,other_modern_methods,0
624,2000,15-49,rhythm,2.5
624,2000,15-49,withdrawal,0.3
624,2000,15-49,other_traditional_methods,1.3
624,2006,15-49,female_sterilization,0.3
624,2006,15-49,male_sterilization,0
624,2006,15-49,pill,1.3
624,2006,15-49,injectable,0.7
624,2006,15-49,iud,2.9
624,2006,15-49,male_condom,0.7
624,2006,15-49,vaginal_barrier_methods,0
624,2006,15-49,implant,0.1
624,2006,15-49,other_modern_methods,0.1
624,2006,15-49,rhythm,0.3
624,2006,15-49,withdrawal,0
624,2006,15-49,other_traditional_methods,3.9
624,2010,15-49,pill,1.2
624,2010,15-49,injectable,1.5
624,2010,15-49,iud,4
624,2010,15-49,male_condom,3.2
624,2010,15-49,other_modern_methods,0.4
624,2010,15-49,rhythm,1
624,2010,15-49,other_traditional_methods,2.9
328,1975,15-49,female_sterilization,8.5
328,1975,15-49,male_sterilization,0
328,1975,15-49,pill,9
328,1975,15-49,injectable,0
328,1975,15-49,iud,5.6
328,1975,15-49,male_condom,0
328,1975,15-49,vaginal_barrier_methods,0.3
328,1975,15-49,other_modern_methods,0
328,1975,15-49,rhythm,2.9
328,1975,15-49,withdrawal,1
328,1975,15-49,other_traditional_methods,3.5
328,1991-1992,15-44,female_sterilization,6.3
328,1991-1992,15-44,male_sterilization,0
328,1991-1992,15-44,pill,12.8
328,1991-1992,15-44,injectable,1.9
328,1991-1992,15-44,iud,8.8
328,1991-1992,15-44,male_condom,5.4
328,1991-1992,15-44,vaginal_barrier_methods,1.7
328,1991-1992,15-44,other_modern_methods,0
328,2000,15-49,female_sterilization,4.5
328,2000,15-49,male_sterilization,0.1
328,2000,15-49,pill,11.2
328,2000,15-49,injectable,3.7
328,2000,15-49,iud,6.3
328,2000,15-49,male_condom,8.8
328,2000,15-49,vaginal_barrier_methods,0.4
328,2000,15-49,implant,1
328,2000,15-49,other_modern_methods,0.1
328,2000,15-49,rhythm,0.5
328,2000,15-49,withdrawal,0.4
328,2000,15-49,other_traditional_methods,0.5
328,2005,15-49,female_sterilization,3
328,2005,15-49,male_sterilization,0
328,2005,15-49,pill,12.2
328,2005,15-49,injectable,3.8
328,2005,15-49,iud,7.6
328,2005,15-49,male_condom,6.1
328,2005,15-49,vaginal_barrier_methods,0.7
328,2005,15-49,implant,0.1
328,2005,15-49,other_modern_methods,0
328,2005,15-49,rhythm,0.7
328,2005,15-49,withdrawal,0.1
328,2005,15-49,other_traditional_methods,0.2
328,2006-2007,15-49,female_sterilization,1.7
328,2006-2007,15-49,male_sterilization,0
328,2006-2007,15-49,pill,12.8
328,2006-2007,15-49,injectable,3.6
328,2006-2007,15-49,iud,5.5
328,2006-2007,15-49,male_condom,5.8
328,2006-2007,15-49,vaginal_barrier_methods,0.5
328,2006-2007,15-49,implant,2.7
328,2006-2007,15-49,other_modern_methods,0.1
328,2006-2007,15-49,rhythm,0.3
328,2006-2007,15-49,withdrawal,0.2
328,2006-2007,15-49,other_traditional_methods,0.9
328,2009,15-49,female_sterilization,5.3
328,2009,15-49,male_sterilization,0
328,2009,15-49,pill,9.2
328,2009,15-49,injectable,4.8
328,2009,15-49,iud,7.3
328,2009,15-49,male_condom,12.9
328,2009,15-49,vaginal_barrier_methods,0
328,2009,15-49,implant,0.2
328,2009,15-49,other_modern_methods,0
328,2009,15-49,rhythm,0.7
328,2009,15-49,withdrawal,1.4
328,2009,15-49,other_traditional_methods,0.6
332,1977,15-50,female_sterilization,0.2
332,1977,15-50,male_sterilization,0.2
332,1977,15-50,pill,3.3
332,1977,15-50,iud,0.5
332,1977,15-50,male_condom,1.1
332,1977,15-50,vaginal_barrier_methods,0.1
332,1977,15-50,other_modern_methods,0
332,1977,15-50,rhythm,4.2
332,1977,15-50,withdrawal,4.7
332,1977,15-50,other_traditional_methods,4.6
332,1983,15-49,female_sterilization,0.7
332,1983,15-49,male_sterilization,0.1
332,1983,15-49,pill,2.2
332,1983,15-49,injectable,0.2
332,1983,15-49,iud,0.2
332,1983,15-49,male_condom,0.5
332,1983,15-49,vaginal_barrier_methods,0
332,1983,15-49,other_modern_methods,0
332,1983,15-49,rhythm,1.4
332,1983,15-49,withdrawal,1.6
332,1983,15-49,other_traditional_methods,0
332,1987,15-49,female_sterilization,1.3
332,1987,15-49,male_sterilization,0
332,1987,15-49,pill,2.3
332,1987,15-49,injectable,0.8
332,1987,15-49,iud,0.4
332,1987,15-49,male_condom,0.2
332,1987,15-49,vaginal_barrier_methods,0
332,1987,15-49,other_modern_methods,0
332,1987,15-49,rhythm,1
332,1987,15-49,withdrawal,0.3
332,1987,15-49,other_traditional_methods,0.6
332,1989,15-49,female_sterilization,2.5
332,1989,15-49,male_sterilization,0
332,1989,15-49,pill,4.1
332,1989,15-49,injectable,1.6
332,1989,15-49,iud,0.6
332,1989,15-49,male_condom,0.5
332,1989,15-49,vaginal_barrier_methods,0.1
332,1989,15-49,other_modern_methods,0
332,1989,15-49,rhythm,0.4
332,1989,15-49,withdrawal,0.4
332,1989,15-49,other_traditional_methods,0
332,1994-1995,15-49,female_sterilization,3.1
332,1994-1995,15-49,pill,3.1
332,1994-1995,15-49,injectable,2.7
332,1994-1995,15-49,male_condom,2.6
332,1994-1995,15-49,implant,1.2
332,1994-1995,15-49,other_modern_methods,0.4
332,1994-1995,15-49,rhythm,2
332,1994-1995,15-49,withdrawal,2.4
332,1994-1995,15-49,other_traditional_methods,0.4
332,2000,15-49,female_sterilization,2.8
332,2000,15-49,pill,2.3
332,2000,15-49,injectable,11.8
332,2000,15-49,male_condom,2.9
332,2000,15-49,implant,2
332,2000,15-49,other_modern_methods,0.5
332,2000,15-49,rhythm,2.1
332,2000,15-49,withdrawal,3.1
332,2000,15-49,other_traditional_methods,0.7
332,2005-2006,15-49,female_sterilization,2.1
332,2005-2006,15-49,pill,3.3
332,2005-2006,15-49,injectable,11
332,2005-2006,15-49,male_condom,5.3
332,2005-2006,15-49,implant,1.6
332,2005-2006,15-49,other_modern_methods,0.2
332,2005-2006,15-49,rhythm,2.4
332,2005-2006,15-49,withdrawal,4.2
332,2005-2006,15-49,other_traditional_methods,1.8
332,2012,15-49,female_sterilization,1.5
332,2012,15-49,male_sterilization,0.1
332,2012,15-49,pill,2.8
332,2012,15-49,injectable,19.4
332,2012,15-49,iud,0.1
332,2012,15-49,male_condom,5.1
332,2012,15-49,implant,1.9
332,2012,15-49,other_modern_methods,0.1
332,2012,15-49,rhythm,1.6
332,2012,15-49,withdrawal,1.1
332,2012,15-49,other_traditional_methods,0.8
340,1981,15-49,female_sterilization,8
340,1981,15-49,male_sterilization,0.2
340,1981,15-49,pill,11.7
340,1981,15-49,injectable,0.3
340,1981,15-49,iud,2.4
340,1981,15-49,male_condom,0.3
340,1981,15-49,vaginal_barrier_methods,0.7
340,1981,15-49,other_modern_methods,0
340,1981,15-49,rhythm,1.6
340,1981,15-49,withdrawal,1.6
340,1981,15-49,other_traditional_methods,0.1
340,1984,15-44,female_sterilization,12.1
340,1984,15-44,male_sterilization,0.2
340,1984,15-44,pill,12.7
340,1984,15-44,injectable,0.3
340,1984,15-44,iud,3.8
340,1984,15-44,male_condom,0.9
340,1984,15-44,vaginal_barrier_methods,0.4
340,1984,15-44,other_modern_methods,0
340,1984,15-44,rhythm,2.9
340,1984,15-44,withdrawal,1.7
340,1984,15-44,other_traditional_methods,0
340,1987,15-44,female_sterilization,12.6
340,1987,15-44,male_sterilization,0.2
340,1987,15-44,pill,13.4
340,1987,15-44,injectable,0.3
340,1987,15-44,iud,4.3
340,1987,15-44,male_condom,1.8
340,1987,15-44,vaginal_barrier_methods,0.3
340,1987,15-44,other_modern_methods,0
340,1987,15-44,rhythm,3.5
340,1987,15-44,withdrawal,3.9
340,1987,15-44,other_traditional_methods,0.2
340,1991-1992,15-44,female_sterilization,15.6
340,1991-1992,15-44,male_sterilization,0.2
340,1991-1992,15-44,pill,10.1
340,1991-1992,15-44,injectable,0.5
340,1991-1992,15-44,iud,5.1
340,1991-1992,15-44,male_condom,2.9
340,1991-1992,15-44,vaginal_barrier_methods,0.3
340,1991-1992,15-44,other_modern_methods,0
340,1991-1992,15-44,rhythm,6.7
